escena,0.2
capacidad,0.4
profundo,0.4
investigación,0.2
jardín,1
gana,0.4
ropa,0.4
cine,0.8
oscuridad,-0.4
realmente,0
retirar,0
red,0
parar,0
tema,0
describir,0.2
enfrentar,-0.4
parir,0.2
suerte,1
edición,0
ataque,-1
abrazar,1
consejo,0.8
café,1
muchacho,0
cuarto,0
revista,0.2
tristeza,-0.8
carne,-0.2
comuna,0.2
enamorar,1
espejo,0.6
conjunto,0.4
característica,0.2
corto,-0.2
claro,1
pacífico,1
indicar,0
felicidad,1
sensación,0.2
oportunidad,1
temer,-0.8
campeonato,0.6
motivo,0.2
rato,0.2
derrotar,-0.4
peso,-0.2
sencillo,0.6
duro,-0.2
olor,0
duda,-0.4
puesto,0
actuar,0.8
principalmente,0
referir,0
detrás,0
destruir,-0.8
prueba,-0.2
tenia,-1
perfecto,0.8
pelo,0
pasión,0.6
fecha,0.4
cansar,-0.6667
beber,1
lucha,-0.4
poeta,0.8
novela,1
dato,0.6
limitar,-0.4
pez,0.6
repetir,-0.2
creación,0.8
texto,0.6
naturaleza,1
torre,0.4
constituir,0.4
dulce,1
obligar,-1
mil,0
pagar,-0.6
estructura,0
copa,0.6
risa,1
organizar,0.2
municipal,0
negar,-0.8
diferencia,0
intento,0.4
vía,0
policía,-0.2
demostrar,0.4
formación,0.8
cultural,0.8
plata,0.8
período,0
surgir,0.6
pieza,0.4
suave,0.8
guerra,-1
vecino,0.4
vista,1
aspecto,0.6
meter,0.4
amo,0.2
cortar,0
distribución,0.2
pregunta,0.2
paz,1
fruto,0.8
belleza,1
poema,0.8
suficiente,0.4
famoso,0
artículo,0
loco,0
villa,-0.2
perteneciente,0.2
conservar,0
dia,0.6
importancia,0.4
seguridad,0.8
educación,0.8
pasado,0.4
sector,0
determinar,0.2
declarar,0.2
posibilidad,0.4
dinero,0.8
experiencia,0.8
disfrutar,1
carácter,0.4
velocidad,0.2
operación,-0.2
decisión,0.4
preocupar,0
debutar,0.8
contestar,0.6
mencionar,0.4
sonar,0.4
quitar,-0.5714
altura,0.2
huir,-0.8
bosque,1
imperio,0.4
ordenar,0
residir,0
selección,0
fácil,0
ministro,-0.2
dueño,0.2
tropa,0
propiedad,0.6
ruta,0.4
defensa,0.6
actor,0.4
reunir,0.6
despedir,0.2
trasladar,0.6
bailar,0.2
enfermedad,-0.8
entrada,0.4
firme,0.8
anunciar,0.6
busca,0.2
causa,0.4
atacar,-0.6
muerto,-0.6
pareja,0.8
comercial,0.2
visitar,1
tirar,-0.2
relacionar,0.6
cabello,0.6
artista,0.8
espíritu,0.6
invitar,0.8
local,0.1667
firmar,0.2
teoría,0.6
invierno,0.4
objetivo,0.6
puente,0.6
lentamente,0
imposible,-0.4
sostener,0
mercado,0.2
transformar,0.8
cadena,-0.8
personal,0.4
serio,0.2
conocimiento,1
planeta,1
solamente,-0.2
comunicación,0.8
etapa,0.2
integrar,0.4
marca,0
categoría,0
longitud,0
peor,-0.6
campaña,0.2
moderno,0.4
colegio,1
vuelo,1
grabar,0.2
echar,-0.8
asomar,0.4
instituto,0.4
girar,0.6
novio,0.8
apoyo,1
tío,1
preferir,0.6
tamaño,0
emplear,0.4
periodo,0
nave,0.4
material,0
esfuerzo,0.6
amplio,0.8
adquirir,0.2
tren,0.4
error,-0.8
secreto,-0.2
universo,0.6
desconocer,-0.6
federación,0
cuello,0.6
pintura,0.6
elevar,0.8
ilusión,0.6
grado,0
palacio,0.8
cámara,0.6
ruido,-0.6
listo,0.8
economía,0
actualidad,0
proponer,0.6
poesía,0.8
kilómetro,0
callar,0
enseñar,1
sede,0
aumentar,0.4
sorprender,0.8
cuidar,0.8
hospital,-0.2
ausencia,-0.8
doler,-0.8
posterior,0
llanto,-0.6
cápita,0
respirar,0.6
marchar,-0.2
noticia,0
frase,0.2
próximo,0.2
aproximadamente,0
costar,0
inicio,0.4
izquierdo,0.2
autoridad,0.2
vino,0.8
recuperar,0.4
protagonizar,0.4
comienzo,0.4
influencia,0.4
rápidamente,0.2
habitar,0.4
deportivo,0.6
nación,0.8
avión,0.6
tranquilo,1
expresión,0.2
raro,0.4
debajo,-0.2
reducir,-0.4
diseño,0.6
festival,0.8
azul,0.8
tradicional,0.4
adelante,0.4
cargar,-0.4
directo,0.6
proteger,0.8
pobre,-0.8
placer,1
reloj,-0.2
caricia,1
motor,0.2
doctor,0.2
presente,0.3333
completamente,0.6
página,0.2
playa,0.8
robar,-1
señalar,-0.2
totalmente,0.2
vacío,-0.4
incorporar,0.8
matrimonio,0.8
capitán,0.4
generar,0.8
salvar,1
señal,0.6
conducir,0.8
lago,1
caballo,1
golpear,-0.6
asi,0.2
metal,0.4
líder,0.4
lejano,-0.4
abrazo,1
daño,-1
recoger,0.2
consecuencia,-0.2
encender,0.6
costumbre,0.2
baño,0.6
liga,0
religioso,-0.2
gota,0.6
dudar,-0.4
caja,0
definir,0.6
atravesar,0.2
expresar,0.8
ave,0.8
soldado,-0.6
templo,0.4
calidad,0.6
envolver,0
sexo,0.8
clima,0.4
idioma,0.6
torneo,0.4
institución,0.2
gol,0.8
tradición,0.4
emitir,0.4
independiente,0.8
puro,1
sabor,0.6
lento,0.2
afirmar,0.6
asunto,0.4
maestro,0.4
asociación,-0.2
vencer,0.8
revolución,0.8
consistir,0.3333
algo,0.2
descansar,1
funcionar,0.625
gusto,0.5714
concepto,0.375
temor,-0.75
conciencia,0.375
introducir,0.25
hombro,0.3
fallecer,-0.8
mamá,0.9
oído,0.2
geográfico,0.1818
erar,-0.2857
asegurar,0.4545
contemplar,0.6364
esquina,0.0833
cuanto,0.1111
gato,0.7273
encargar,0.1
estadio,0.3333
curso,0.1111
recién,0.25
animar,0.7143
foto,0.5714
terreno,0.2857
locura,-0.1429
corte,-0.3333
salud,0.6
auto,0
temperatura,0
intención,0
dividir,-0.1667
mentira,-0.1667
desnudo,0.3333
depender,-0.4
cristal,0.4
marcha,-0.1667
tarea,0
superar,1
crítico,0.1429
frontera,0
evento,0
apagar,-0.1429
teléfono,0.125
haz,0.375
profesional,0.3333
clásico,0.625
tono,0.125
primero,0.8
controlar,-0.25
derecha,-0.25
cocina,0.625
disputar,-0.2222
raíz,0.2222
seco,-0.2222
mediar,0.6667
designar,0
gesto,0.5
detalle,0.6
olvido,-1
confundir,-0.5
diario,0
punta,0
ambiente,0.7143
comida,1
administración,0
recurso,0.3333
contacto,0.6667
literatura,1
guitarra,1
mensaje,0.3333
completar,0.4286
acceso,0.1429
gris,-0.1429
iluminar,0.7143
soportar,-0.75
método,0.2857
herir,-0.8571
aragón,0
finalizar,0.8
rincón,0.2
concierto,0.8333
defender,0.5
odiar,-1
hasta,-0.1667
masa,0.1667
fundación,0.5
límite,0.1429
privar,-0.8333
federal,0.4
rayo,0.2
congreso,0
pretender,0
saltar,0.8
coleóptero,-0.4
instalar,0.2
hueso,-0.4
pan,1
entero,0.2
valer,0.6
generalmente,0
inmediato,0
rumbo,0.4286
inmenso,0.6
impedir,-0.8
sorpresa,1
extrañar,-0.6
compuesto,0
estudiante,0.8
pleno,0.7143
diseñar,0.4
san,0.6
paisaje,0.8571
armar,0.5714
generación,0.1429
reflejar,0.2857
acordar,0.8
culpa,-1
medir,0
emoción,0.8333
morfología,0
cuestión,-0.2
emperador,0
arena,0.8
ritmo,0.8
misión,0.2
durar,0.2
conflicto,-0.8333
descripción,0
rico,0.6
brillar,1
aeropuerto,0.2
aprovechar,0.4
the,0
constante,0.2
biografía,0.3333
silla,0.1667
dicha,0.8333
justo,0.6
coordenada,0
negocio,0.1667
visión,0
ultimar,-0.3333
participación,0.6667
justicia,0.8333
gobernar,0.4
pintar,0.8
diente,0
interesar,0.6
aparición,0
localizar,0.4
técnico,0.1667
artístico,0.6
convencer,0
particular,0
asustar,-0.8
hábitat,0.2
enemigo,-0.8
mezclar,0.2
requerir,0
literario,0.8
primavera,0.8
escalera,0.2
médico,0.6
colección,0.2
instrumento,0.4
intenso,0.4
quizá,0.2
carga,-0.2
vehículo,0.2
invadir,-0.8
ocultar,-0.2
dejo,0
referencia,0.2
secretario,0
humanidad,0.8
comentar,0.4
actuación,0.4
guardia,0.2
dibujar,1
destinar,0.2
escenario,0.4
combate,-0.6
visita,0.4
hambre,-1
alimento,0.8
femenino,1
quemar,0.2
doble,0.2
ingresar,0.4
asesinar,-0.4
academia,0
regalo,0.8
probablemente,0.2
conformar,0.2
muro,-0.2
tender,0
coche,0.4
aéreo,0.4
eléctrico,0
castilla,0
plaza,0.5
húmedo,-0.1667
cuadro,0.2
rosa,0.6
cariño,0.8
aplicar,0.2
mejorar,0.8
breve,0.2
atrapar,-0.4
escudo,-0.2
campeón,0.6
otorgar,0.6
lenguaje,0.4
monte,0.2
extremo,-0.4
ejercer,-0.2
flotar,0.6
probar,0.8
fase,0
industria,-0.2
afectar,-0.4
deslizar,0.2
marido,0.2
contrato,0
arqueológico,0
liberar,0.8
caballero,0.6
alimentar,0.8
variar,0.4
orilla,0.3333
inferior,-0.4
hotel,0.8333
salón,0.3333
sala,0.2
máquina,0
biblioteca,0.8
materia,0
infierno,-0.8
fijar,0.4
repente,0
extensión,0.4
regreso,0.6
solitario,-0.2
representación,0.4
comisión,-0.2
publicación,0.6
aliento,0
asumir,0.2
exterior,0.4
techo,0.4
tecnología,0.2
directamente,0.4
conversación,1
físico,0.4
voluntad,0.6667
absoluto,0.1667
actriz,0.3333
horizonte,1
sur,0.8333
polvo,0
tormenta,0
susurrar,0.6667
caracterizar,0
periódico,0.2
típico,0.2
juventud,0.6
botánico,0.8
princesa,0
política,-0.2
brillante,0.4
rama,0.2
presión,-0.4
transporte,-0.2
prestar,0.4
llegada,0.6
añadir,0
labor,0.2
respecto,0
religión,-0.4
precio,-0.2
distinguir,0
rechazar,-0.6
brisa,1
verso,0.4
aroma,0.8
oponer,0
montar,0.8
columna,0.2
mierda,-0.4
falso,-0.6
solución,0.4
escaso,-0.4
arrancar,0
amante,0.6
susurro,0.8
código,0.4
búsqueda,0.2
constitución,0.4
patio,0.4
voto,0.4
regional,0.2
pérdida,-0.8
imponer,-0.6
mágico,0.6
documento,0
fantasma,-0.2
gira,0.2
capilla,-0.2
leyenda,0.6
interior,0.2
mejilla,0.6
pedazo,0
sección,0
pájaro,1
demonio,-0.6
obispo,-0.2
suspiro,1
humo,-0.2
papa,0.2
roca,0.2
víctima,-0.6
colgar,0
individuo,0
titular,0
ajeno,0
crecimiento,1
variedad,0.8
príncipe,0.6
alumno,0.6
frecuencia,0
terrible,-0.4
merecer,0.4
caída,-0.4
dólar,0
deporte,0.8
provenir,0
llave,0.1667
compositor,0.8333
latir,0.8333
aplicación,0.1667
exposición,0.3333
interno,0.1667
sexual,0.8571
máximo,0.3333
actitud,0.5
carcajada,1
catedral,0.8
encerrar,-0.6
arrastrar,-0.8
católico,-0.8
devolver,0.4
relato,0.6
composición,0.4
nacimiento,0.8
asentamiento,-0.4
símbolo,0.6
contenido,0.4
vestido,0.8
crisis,0
magia,1
video,0.2
científico,0.8
papá,1
barco,0.8
comandante,0
banda,0.6
continuo,-0.2
comercio,0
seriar,-0.2
resolver,0.4
cola,0.4
duque,0
inspirar,1
diputado,-0.6
familiar,0.8
dominio,0.2
filosofía,0.6
reinar,0
caber,0.2
eliminar,0
and,0
regalar,1
esencia,1
toma,0.2
derivar,0.4
pegar,-0.4
vaso,0.2
normal,-0.2
ligero,0.8
régimen,-0.6
gobernador,-0.2
amanecer,1
cantante,0.4
activo,0.4
divino,0.6
sobrevivir,0
reconocimiento,0.8
infinito,0.4
monumento,0.4
madera,0.6
arquitectura,0.4
graduar,0
asistir,0.4
ola,0.6
candidato,0
círculo,0.4
pobreza,-0.8
volumen,0.2
prometer,0
cerebro,0.2
espada,0.4
opinión,0.4
nota,0.6
odio,-1
sierra,0
botella,0
partida,0
prohibir,-0.8
citar,0
acá,0.2
proporcionar,0.4
núcleo,0.4
práctico,0
izquierda,0.4
identificar,0
disparar,-0.4
nariz,0
constitucional,0.6
transmitir,0.2
infancia,1
océano,1
editar,0.2
encima,0.4
instalación,0
periodista,0
perseguir,-0.4
enterar,0.2
peligro,-1
vivienda,0.8
macho,0
grabación,0.2
garganta,0.2
zapato,0.4
aventura,0.8
grave,-0.4
reacción,0.2
aferrar,0.4
dibujo,0.8
americano,0.2
inmediatamente,-0.2
amistad,1
desierto,0.3333
revelar,0.3333
marco,0.1667
hundir,-0.6667
ferrocarril,0.6667
secundario,0.1667
tumba,-0.5
temblar,-0.5
salar,0
exponer,0.4
sabio,1
atrever,0.4
acostumbrar,-0.2
estrenar,0.4
pintor,0.6
habia,0.4
capítulo,0.2
circunstancia,-0.2
bolsillo,0.2
operar,0
reflejo,0.4
sucio,-0.8
asiento,0
músico,1
comunicar,0.6
ligar,0
atraer,0.8
molestar,-1
registrar,0
herido,-0.8
ancho,0
ministerio,-0.2
comentario,0.4
habitual,-0.2
consumir,-0.2
propósito,0.8
básico,0
bar,0.4
inventar,1
torno,-0.2
ayuntamiento,-0.1667
mínimo,0
agregar,0
tratamiento,-0.3333
facultad,0.3333
cristo,0.3333
nervioso,-1
inaugurar,0.5
condenar,-0.6667
profundidad,0.3333
bonito,1
buque,0
confirmar,0
latino,0.4
personalidad,0.2
huella,0
protección,0.4
moneda,0
apreciar,0.8
juicio,-0.2
bolsa,0
expedición,0.8
estremecer,-0.2
trabajador,0.2
tropical,1
coger,0.4
ciento,0
pantalla,0
entorno,0.2
interpretación,0.2
verme,0.2
patrón,-0.2
misterio,0
clasificar,0.2
riesgo,-0.8
angustia,-0.8
infantil,0.4
saludar,0.6
tienda,0.2
célula,0
gemir,0
accidente,-0.8
parroquia,0.4
desempeñar,0.6
testigo,0
tomo,0
coronel,0.2
tierno,1
adoptar,0.8
pasillo,0
dominar,0.2
habilidad,0.8
protagonista,0.8
espectáculo,0.4
pista,0.4
melodía,1
percibir,1
promesa,0.8
ternura,1
soltar,0.2
superior,0
factor,0
conquistar,0
conceder,0.2
discográfico,0
charlar,0.6
hielo,-0.4
maravilloso,0.8
estatal,-0.2
regla,0.2
lanzamiento,0.2
corazon,0.6
explicación,-0.2
técnica,0.4
cliente,0.2
químico,0
amenazar,-0.8
argumento,0
fantasía,1
presidir,0.2
costa,0.8
complejo,0.2
fino,0.2
oculto,0
bastar,-0.2
forzar,-0.6
diócesis,-0.2
show,0.4
futbolista,0.4
opción,0.4
fresco,0.8
cálido,1
autónomo,0.2
sello,0
diferenciar,0
trayectoria,0.2
enterrar,-0.6
anciano,0.4
ejecutar,-0.4
reforma,0.2
fama,0.4
monasterio,0.2
maldito,-1
encantar,0.8
carretero,0
confianza,1
brillo,0.8
representante,0.2
ascender,0.8
concluir,-0.2
cigarrillo,0
presentación,0.4
transportar,0
centrar,0.4
capturar,0.2
medalla,1
análisis,0.8
acceder,1
carro,0.2
dimensión,0.4
arquitecto,0.2
cruel,-1
leche,0.2
colaborar,0.8
salida,0.4
internet,0.4
cueva,0
sustituir,-0.2
pronunciar,0
provincial,0.2
copar,0.2
olímpico,1
trato,0
ceder,0
registro,0
sacerdote,0.2
gonzález,0
jamar,0
héroe,0.8
originalmente,0.2
carretera,0.4
elaborar,0.6
fabricar,0.8
reemplazar,0.2
acudir,0.4
dama,0.8
copia,-0.2
eco,0.2
cerveza,0.4
asamblea,0.2
alegre,1
poderoso,0.4
normalmente,0.2
espera,0
banco,0.4
lindo,0.8
alianza,0.6
violencia,-1
cementerio,-0.8
equivocar,-0.4
cañón,-0.4
entidad,0
apretar,-0.2
fenómeno,1
bañar,0.6
descanso,1
pantalón,0.2
concentrar,1
interesante,1
logro,1
rural,0.6
disponible,0.6
muestra,0
descender,0.4
desesperar,-0.6
clavar,0
arrojar,0.2
acontecimiento,0.6
conectar,0.6
informar,0.6
cultivo,0.5
conocido,0
fila,-0.2
agradecer,0.8
secar,0
apuntar,0
agente,-0.2
practicar,0.4
proyectar,0.8
hierro,-0.4
criatura,0.6
cadáver,-0.6
competencia,-0.4
mancha,-0.6
alba,0.6
someter,-1
transcurrir,0.2
atender,0.4
asesinato,-1
fábrica,0
otoño,0.6
rodar,0.2
organismo,0
ingeniero,0.2
electrónico,0.2
imaginación,1
juez,-0.2
cristiano,-0.2
localización,0
vientre,0.6
vicepresidente,0.2
umbral,-0.2
encabezar,0.4
mapa,0
anual,-0.2
rodilla,0.2
dificultad,-0.4
reciente,0
curiosidad,0.6
únicamente,0
órgano,0
plato,0.4
prensa,0.2
interrumpir,-0.6
ciudadano,0.6
calma,1
ópera,1
formato,0
sugerir,0.4
figurar,0
borde,0
experimentar,0.6667
débil,-0.6
enseñanza,0.8
ignorar,-0.4
portar,0
tabla,0.2
perdón,0.8
sumar,0.4
excepción,0.2
aprobar,1
continuación,0.2
sudor,-0.8
fiel,0.8
contrario,0
tribu,0.4
traje,0.2
dulzura,1
nocturno,0.6
múltiple,0.2
confiar,1
cometer,-0.2
sufrimiento,-0.8
asociar,0.2
combatir,-0.4
capa,0.2
paseo,1
agricultura,0.4
lectura,0.8
rendir,0
coordenado,0
cuidado,0.6
nieve,0.6
clasificación,0
preciso,0.2
celular,0
nieto,0.8
vena,-0.2
piano,0.8
pasear,1
ámbito,0
debut,0.6
avenir,0.6
identidad,0
colaboración,1
medicina,0.4
exigir,-0.4
venta,-0.2
denominación,0
temprano,0.5
recostar,0.4
infraestructura,0.4
peligroso,-0.4
fundamental,0.6
lobo,0
península,0.2
perdonar,0.6
fijamente,0.2
mio,0.4
promedio,0.2
evolución,0.8
estatua,0.2
coalición,-0.6
tribunal,-0.6
llover,0.4
potencia,0.6
seguramente,0.6
comportamiento,0.2
invasión,-0.2
valle,0.8
noreste,0
cuadrar,-0.2
asesino,-0.8
brotar,0.2
camisa,0.2
semilla,0.6
respeto,1
fotografía,0.6
distribuir,0
indio,0
alcohol,0.2
taller,0.2
proceder,0
presa,-0.6
onda,1
pelear,-0.6
prácticamente,0.4
correcto,0.8
retablo,0
existente,0.2
aguardar,-0.6
mojar,0.2
fijo,0
recorrido,0.2
arco,0.4
mental,0.6
televisivo,-0.2
tesoro,1
ciclo,0
murmurar,-0.6
oler,0.4
responsabilidad,0.2
historiador,-0.2
abogado,0
corriente,0.2
respiración,0.6
you,0.4
concurso,0.4
amarillo,0.4
eternidad,0.4
mariposa,0.6
anillo,0.2
baile,1
limpio,1
calmar,1
individual,0
orgullo,0.2
altitud,0
apariencia,0.4
definitivamente,0
reserva,0.2
extenso,0
huevo,0.2
adecuar,0.8
escultura,0.8333
cesar,0
trono,-0.2
comité,-0.2
acusar,-0.6
gestión,-0.2
selva,1
bahía,1
estrellar,-0.2
solicitar,0.4
nba,0
terror,-0.6
brindar,1
grabado,0.6
tratado,0.2
triunfo,0.8
fundador,0
sangrar,-0.8
entrenador,0.2
sagrado,0.2
crimen,-1
national,0.2
promover,0.6
conquista,0.6
oreja,0.2
prisión,-0.8
sendero,1
virgen,-0.2
resistir,0.2
tambien,0.8
crítica,0.4
arroyo,1
traducir,0.4
vaciar,-0.2
agarrar,0.2
adentro,0.4
porqué,0
permanente,0
reclamar,-0.8
oficialmente,0
abismo,-0.6
oposición,-0.4
ahogar,-1
competición,0.4
característico,0
democrático,0.6
freír,-0.2
puta,-0.4
electoral,-0.2
delgado,0.4
aldea,0.4
albergar,0.6
lector,1
poblar,0.2
extranjero,0.4
virtud,0.8
adulto,0.2
pesadilla,-0.8
multitud,-0.8
dorar,0.4
jurar,-0.2
previo,0
inteligencia,0.8
herramienta,0.4
apertura,0.2
aliado,0.8
lavar,0.8
presidencia,0
programar,0.8
pago,0.2
primario,0.4
gozar,1
suceso,0
acostar,0.4
reunión,0.6
nostalgia,0
advertir,0
solista,0.6
conversar,0.6
impulsar,0.4
silencioso,0
recientemente,0.2
mezcla,0.2
herida,-1
primo,0.2
murmullo,-0.4
agitar,0.2
batería,0
rutina,-0.8
milagro,0.8
